"","word","count","rank","zipfs_freq"
"760","meant",73929,760,40476.2125158731
"761","sell",73802,761,40423.5558617485
"762","dark",73770,762,40371.0367239359
"763","watching",73700,763,40318.6545635409
"764","system",73678,764,40266.4088444833
"765","suppose",73465,765,40214.2990334792
"766","evidence",73113,766,40162.3246000224
"767","movie",73070,767,40110.4850163665
"768","ride",73070,768,40058.7797575068
"769","t",72881,769,40007.2083011629
"770","completely",72777,770,39955.7701277604
"771","mouth",72733,771,39904.4647204142
"772","totally",72478,772,39853.2915649103
"773","birthday",72140,773,39802.2501496893
"774","tv",72054,774,39751.3399658284
"775","forgive",71915,775,39700.5605070256
"776","born",71906,776,39649.9112695817
"777","imagine",71873,777,39599.3917523844
"778","information",71840,778,39549.001456891
"779","instead",71571,779,39498.7398871128
"780","definitely",71524,780,39448.6065495979
"781","security",71503,781,39398.6009534157
"782","certainly",71435,782,39348.7226101402
"783","film",71407,783,39298.9710338345
"784","month",71163,784,39249.3457410348
"785","lying",71098,785,39199.8462507345
"786","unless",70979,786,39150.472084369
"787","train",70974,787,39101.2227657998
"788","seven",70968,788,39052.0978212994
"789","wear",70955,789,39003.096779536
"790","clothes",70929,790,38954.2191715582
"791","michael",70741,791,38905.4645307803
"792","hotel",70659,792,38856.8323929671
"793","christmas",70624,793,38808.3222962192
"794","attack",70583,794,38759.9337809586
"795","hasn",70449,795,38711.6663899135
"796","round",70043,796,38663.5196681044
"797","expect",69614,797,38615.4931628297
"798","sing",69575,798,38567.5864236511
"799","terrible",69499,799,38519.7990023799
"800","george",69441,800,38472.1304530624
"801","bag",69186,801,38424.5803319667
"802","history",69119,802,38377.1481975684
"803","blue",68839,803,38329.8336105369
"804","near",68790,804,38282.6361337219
"805","broke",68629,805,38235.55533214
"806","station",68571,806,38188.590772961
"807","seriously",68524,807,38141.7420254947
"808","forever",68510,808,38095.0086611778
"809","david",68505,809,38048.3902535607
"810","frank",68472,810,38001.8863782944
"811","except",68440,811,37955.4966131178
"812","thinks",68354,812,37909.2205378445
"813","message",68305,813,37863.0577343504
"814","entire",68282,814,37817.0077865609
"815","joe",68244,815,37771.0702804385
"816","table",67702,816,37725.2448039701
"817","talked",67666,817,37679.5309471549
"818","across",67595,818,37633.9283019918
"819","rock",67361,819,37588.4364624676
"820","lovely",67236,820,37543.0550245446
"821","handle",67089,821,37497.7835861487
"822","middle",66734,822,37452.6217471577
"823","buddy",66718,823,37407.5691093889
"824","paid",66526,824,37362.6252765879
"825","protect",66508,825,37317.7898544169
"826","using",66503,826,37273.0624504426
"827","floor",66456,827,37228.4426741254
"828","ran",66177,828,37183.9301368074
"829","swear",66157,829,37139.5244517016
"830","spend",66119,830,37095.2252338801
"831","situation",66029,831,37051.0321002634
"832","ring",66018,832,37006.9446696092
"833","anywhere",65981,833,36962.9625625011
"834","dangerous",65974,834,36919.085401338
"835","bill",65959,835,36875.3128103233
"836","york",65880,836,36831.6444154539
"837","army",65795,837,36788.0798445094
"838","lead",65756,838,36744.618727042
"839","bought",65752,839,36701.2606943653
"840","finished",65659,840,36658.0053795446
"841","fair",65474,841,36614.8524173856
"842","sun",65448,842,36571.8014444249
"843","letter",65448,843,36528.8520989193
"844","fool",65432,844,36486.0040208357
"845","attention",65421,845,36443.2568518411
"846","club",65275,846,36400.6102352926
"847","simple",65090,847,36358.0638162272
"848","interesting",65082,848,36315.6172413522
"849","space",64991,849,36273.2701590352
"850","test",64969,850,36231.0222192945
"851","box",64788,851,36188.8730737892
"852","group",64761,852,36146.8223758098
"853","single",64614,853,36104.8697802686
"854","sitting",64521,854,36063.0149436902
"855","marriage",64465,855,36021.257524202
"856","join",64456,856,35979.5971815251
"857","fear",64352,857,35938.0335769647
"858","d",64304,858,35896.5663734013
"859","peace",64262,859,35855.1952352811
"860","forgot",64169,860,35813.9198286072
"861","force",63737,861,35772.7398209304
"862","short",63714,862,35731.6548813405
"863","normal",63676,863,35690.6646804571
"864","charlie",63672,864,35649.768890421
"865","present",63307,865,35608.9671848854
"866","enjoy",63294,866,35568.2592390069
"867","mike",63219,867,35527.6447294373
"868","crime",63084,868,35487.1233343145
"869","horse",62923,869,35446.6947332545
"870","ground",62860,870,35406.3586073424
"871","american",62835,871,35366.1146391245
"872","count",62763,872,35325.9625125996
"873","area",62755,873,35285.9019132105
"874","charge",62746,874,35245.9325278365
"875","honor",62722,875,35206.0540447844
"876","lunch",62582,876,35166.2661537808
"877","miles",62523,877,35126.568545964
"878","radio",62502,878,35086.9609138757
"879","idiot",62357,879,35047.4429514534
"880","ball",62325,880,35008.0143540224
"881","surprise",62170,881,34968.6748182878
"882","paper",62166,882,34929.4240423265
"883","key",62153,883,34890.2617255801
"884","boat",62148,884,34851.1875688466
"885","quickly",62072,885,34812.2012742729
"886","gold",61935,886,34773.3025453473
"887","bar",61927,887,34734.4910868921
"888","fish",61813,888,34695.7666050556
"889","mark",61805,889,34657.1288073052
"890","tom",61785,890,34618.5774024197
"891","wearing",61749,891,34580.1121004819
"892","crying",61698,892,34541.7326128717
"893","accident",61671,893,34503.4386522584
"894","government",61646,894,34465.2299325937
"895","eight",61400,895,34427.1061691046
"896","fell",61371,896,34389.0670782861
"897","cover",61052,897,34351.1123778946
"898","certain",61050,898,34313.2417869402
"899","interested",61029,899,34275.4550256803
"900","deep",60938,900,34237.7518156126
"901","star",60903,901,34200.1318794678
"902","sea",60812,902,34162.5949412035
"903","agree",60716,903,34125.1407259968
"904","problems",60633,904,34087.7689602377
"905","detective",60633,905,34050.4793715229
"906","prison",60581,906,34013.2716886483
"907","major",60560,907,33976.1456416032
"908","stick",60548,908,33939.1009615632
"909","offer",60444,909,33902.1373808841
"910","difficult",60404,910,33865.254633095
"911","smart",60397,911,33828.4524528923
"912","personal",60381,912,33791.7305761329
"913","record",60360,913,33755.0887398283
"914","stopped",60200,914,33718.5266821378
"915","hide",60133,915,33682.0441423627
"916","whether",59993,916,33645.6408609399
"917","bank",59962,917,33609.3165794356
"918","trip",59906,918,33573.0710405393
"919","relax",59715,919,33536.9039880576
"920","america",59703,920,33500.8151669082
"921","public",59687,921,33464.8043231142
"922","list",59557,922,33428.8712037973
"923","afternoon",59466,923,33393.0155571728
"924","brain",59464,924,33357.2371325429
"925","fix",59349,925,33321.5356802916
"926","bastard",59332,926,33285.910951878
"927","proud",59309,927,33250.3626998313
"928","tea",59277,928,33214.8906777447
"929","service",59277,929,33179.4946402696
"930","screaming",59151,930,33144.1743431101
"931","forward",59064,931,33108.9295430172
"932","angry",58748,932,33073.7599977834
"933","park",58713,933,33038.6654662369
"934","soul",58677,934,33003.6457082363
"935","fighting",58657,935,32968.7004846648
"936","peter",58654,936,32933.8295574252
"937","rich",58651,937,32899.032689434
"938","agent",58608,938,32864.3096446161
"939","blow",58531,939,32829.6601878997
"940","paul",58529,940,32795.0840852108
"941","dress",58429,941,32760.5811034679
"942","mary",58366,942,32726.1510105766
"943","missed",58324,943,32691.7935754249
"944","scene",58017,944,32657.5085678773
"945","killing",57890,945,32623.29575877
"946","standing",57866,946,32589.1549199061
"947","saved",57667,947,32555.0858240499
"948","mm",57659,948,32521.088244922
"949","respect",57647,949,32487.1619571947
"950","killer",57555,950,32453.3067364864
"951","ice",57545,951,32419.5223593571
"952","mess",57542,952,32385.8086033033
"953","tough",57486,953,32352.1652467527
"954","feels",57388,954,32318.5920690603
"955","church",57254,955,32285.0888505026
"956","sad",57179,956,32251.655372273
"957","cell",57033,957,32218.2914164777
"958","drunk",56919,958,32184.9967661298
"959","share",56854,959,32151.7712051457
"960","camera",56757,960,32118.6145183397
"961","mm-hmm",56720,961,32085.5264914193
"962","within",56709,962,32052.5069109813
"963","card",56659,963,32019.5555645064
"964","fly",56595,964,31986.6722403549
"965","ben",56502,965,31953.8567277622
"966","girlfriend",56475,966,31921.1088168343
"967","laugh",56460,967,31888.4282985434
"968","smell",56399,968,31855.814964723
"969","broken",56391,969,31823.268608064
"970","mum",56281,970,31790.7890221099
"971","honest",56234,971,31758.3760012527
"972","often",55998,972,31726.0293407282
"973","starting",55979,973,31693.7488366122
"974","calls",55940,974,31661.5342858156
"975","y",55842,975,31629.3854860806
"976","spent",55836,976,31597.3022359761
"977","third",55750,977,31565.2843348937
"978","english",55677,978,31533.3315830435
"979","visit",55638,979,31501.4437814497
"980","mama",55372,980,31469.6207319469
"981","judge",55336,981,31437.8622371754
"982","window",55285,982,31406.1681005776
"983","hungry",55259,983,31374.5381263937
"984","dare",55131,984,31342.9721196575
"985","relationship",55128,985,31311.4698861929
"986","moved",55096,986,31280.0312326092
"987","prove",55079,987,31248.6559662978
"988","private",54978,988,31217.3438954278
"989","wall",54813,989,31186.0948289422
"990","seat",54615,990,31154.9085765541
"991","i-i",54460,991,31123.7849487428
"992","position",54449,992,31092.7237567497
"993","lieutenant",54321,993,31061.7248125748
"994","realize",54306,994,31030.7879289726
"995","lt",54305,995,30999.9129194488
"996","especially",54148,996,30969.0995982559
"997","machine",54140,997,30938.3477803897
"998","walking",54115,998,30907.657281586
"999","art",54096,999,30877.0279183163
"1000","pleasure",54085,1000,30846.4595077844
"1001","bloody",54026,1001,30815.9518679228
"1002","college",53933,1002,30785.5048173889
"1003","french",53911,1003,30755.1181755617
"1004","involved",53718,1004,30724.7917625378
"1005","cry",53674,1005,30694.5253991282
"1006","became",53603,1006,30664.3189068544
"1007","lived",53550,1007,30634.1721079453
"1008","impossible",53527,1008,30604.0848253334
"1009","obviously",53527,1009,30574.0568826514
"1010","neither",53452,1010,30544.0881042286
"1011","accept",53291,1011,30514.178315088
"1012","boyfriend",53124,1012,30484.327340942
"1013","besides",53110,1013,30454.5350081898
"1014","queen",53006,1014,30424.8011439136
"1015","teacher",53004,1015,30395.1255758753
"1016","cops",52981,1016,30365.5081325134
"1017","sake",52827,1017,30335.9486429393
"1018","loves",52751,1018,30306.4469369343
"1019","carry",52734,1019,30277.0028449461
"1020","teach",52731,1020,30247.6161980858
"1021","apartment",52714,1021,30218.2868281243
"1022","upset",52565,1022,30189.0145674896
"1023","green",52557,1023,30159.799249263
"1024","la",52546,1024,30130.6407071764
"1025","liked",52485,1025,30101.5387756087
"1026","cute",52240,1026,30072.4932895831
"1027","evil",52175,1027,30043.5040847637
"1028","professor",52026,1028,30014.5709974524
"1029","contact",51750,1029,29985.6938645858
"1030","joke",51728,1030,29956.8725237323
"1031","cop",51701,1031,29928.106813089
"1032","huge",51581,1032,29899.3965714782
"1033","holy",51499,1033,29870.7416383451
"1034","store",51492,1034,29842.1418537544
"1035","jail",51429,1035,29813.5970583873
"1036","likes",51334,1036,29785.1070935386
"1037","lawyer",51332,1037,29756.6718011138
"1038","doubt",51287,1038,29728.291023626
"1039","continue",51279,1039,29699.9646041931
"1040","appreciate",51258,1040,29671.6923865351
"1041","cat",51175,1041,29643.4742149707
"1042","shop",50976,1042,29615.309934415
"1043","driving",50866,1043,29587.1993903762
"1044","congratulations",50847,1044,29559.1424289529
"1045","wrote",50800,1045,29531.1388968316
"1046","village",50792,1046,29503.1886412833
"1047","quit",50649,1047,29475.2915101613
"1048","field",50617,1048,29447.4473518981
"1049","james",50562,1049,29419.6560155024
"1050","wine",50522,1050,29391.9173505572
"1051","decision",50446,1051,29364.2312072161
"1052","south",50364,1052,29336.5974362013
"1053","sleeping",50357,1053,29309.0158888005
"1054","slow",50276,1054,29281.4864168644
"1055","laughter",50196,1055,29254.0088728041
"1056","island",50107,1056,29226.5831095882
"1057","glass",50103,1057,29199.2089807405
"1058","beginning",50069,1058,29171.8863403369
"1059","cash",49976,1059,29144.6150430034
